title,funders
ICER - Learning Machine Learning with Personal Data Helps Stakeholders Ground Advocacy Arguments in Model Mechanics,National Science Foundation
WIMS - LODBookRec: Linked Open Data for Books Recommendation,SVV| Grantova Agentura eske Republiky
A Portal Offering Standard Visualization and Analysis on top of an Open Data Cube for Sub-National Regions: The Catalan Data Cube Example,Horizon 2020 Framework Programme| Horizon 2020 Framework Programme| Spanish MCIU Ministry| Spanish MCIU Ministry
Data Sharing in the Context of Health-Related Citizen Science.,NCI NIH HHS
A Secure Incentive Mechanism for Competitive Organization Data Sharing: A Contract Theoretic Approach,National Natural Science Foundation of China| National Natural Science Foundation of China| Guangxi Provincial Education Department Foundation| Guangxi Cognitive Radio and Information Processing Key Laboratory Authorized by China’s Ministry of Education Foundation| 2017 Open Foundation| Guangxi Broadband Wireless Communication and Signal Processing Key Laboratory Foundation| National Infrastructure Project| Natural Science Foundation of Shandong Province| Shandong Provincial Scientific Research Programs in Colleges and Universities| Open Research Fund from the Shandong Provincial Key Laboratory of Computer Network
CSCW - Data Narratives: Uncovering tensions in personal data management,Yahoo
Comments on “Secure Data Sharing in Cloud Computing Using Revocable-Storage Identity-Based Encryption”,Institute for Information and communications Technology Promotion
LOPDF: a framework for extracting and producing open data of scientific documents for smart digital libraries.,"The Deanship of Scientific Research (DSR), King Abdulaziz University, Jeddah"
FACT: a randomised controlled trial to assess the feasibility of QbTest in the assessment process of attention deficit hyperactivity disorder (ADHD) for young people in prison -a feasibility trial protocol,Department of Health| Department of Health
Microblog topic identification using Linked Open Data.,TAM project of Turkish Republic Ministry of Development
Revocable Identity-Based Broadcast Proxy Re-Encryption for Data Sharing in Clouds,National Natural Science Foundation of China| National Natural Science Foundation of China| Changzhou Sci&#x0026;Tech Program| National Natural Science Foundation of China| Natural Science Foundation of Jiangsu Province| National Cryptography Development Fund| Fundamental Research Funds for the Central Universities| National Natural Science Foundation of China
Development of a consent resource for genomic data sharing in the clinical setting.,CCR NIH HHS| NHGRI NIH HHS| NCI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS
Adaptive Architecture and Personal Data,Engineering and Physical Sciences Research Council| The University of Nottingham
Blockchain Empowered Asynchronous Federated Learning for Secure Data Sharing in Internet of Vehicles,National Natural Science Foundation of China and Xinjiang| Key R&amp;D Project of Sichuan Province| Opening Project of Shanghai Trusted Industrial Control Platform
Engaging a community to enable disease-centric data sharing with the NF Data Portal.,Neurofibromatosis Therapeutic Acceleration Program| Children&apos;s Tumor Foundation| Children&apos;s Tumor Foundation| Children&apos;s Tumor Foundation
Evolution of a Materials Data Infrastructure,Air Force Research Laboratory| National Institute of Standards and Technology
"A multi-site study on walkability, data sharing and privacy perception using mobile sensing data gathered from the mk-sense platform",Pervasive Healthcare: Towards Computational Networked Life Science| UBIHEALTH - Exchange of Excellence in Ubiquitous Computing Technologies to Address Healthcare Challenges
How Developers Talk About Personal Data and What It Means for User Privacy: A Case Study of a Developer Forum on Reddit,Air Force Research Laboratory| National Science Foundation
WebMedia - An item-item similarity approach based on linked open data semantic relationship,National Council for Scientific and Technological Development ? CNPq
Knowledge discovery in open data for epidemic disease prediction,"Ministry of Science and Technology, Taiwan"
Anonymising group data sharing in opportunistic mobile social networks,National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China
Conference on Designing Interactive Systems - Keeping and Discarding Personal Data: Exploring a Design Space,"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada"
SACMAT - Accept - Maybe - Decline: Introducing Partial Consent for the Permission-based Access Control Model of Android,Norges Forskningsråd
Supporting biodiversity studies with the EUBrazilOpenBio Hybrid Data Infrastructure,European Commission Directorate-General for Research and Innovation
Advancing good governance in data sharing and biobanking - international aspects.,Wellcome Trust
CRI - Evolving Research Data Sharing Networks to Clinical App Sharing Networks.,NLM NIH HHS
Open data for electricity modeling: Legal aspects,Germany's Federal Ministry for Economic Affairs and Energy
Spatio-Temporal evolutive Data Infrastructure: a Spatial Data Infrastructure for managing data flows of Territorial Statistical Information,Région Rhône-Alpes
IEEE BigData - Preserving Privacy of Temporal Big Data,Natural Sciences and Engineering Research Council of Canada| University of Manitoba
A data infrastructure for the assessment of health care performance: lessons from the BRIDGE-health project,European Union Health Programme| Seventh Framework Programme
Data sharing in Surface Science,DOE
WebSci - Real-time Social Media Analytics through Semantic Annotation and Linked Open Data,European Commission
Attribute-Based Privacy-Preserving Data Sharing for Dynamic Groups in Cloud Computing,National Cryptography Development Fund for Cryptographic Theory of China| Fundamental Research Funds for the Central Universities| Guangxi Colleges and Universities Key Laboratory of Cloud Computing and Complex Systems| National Science Foundation of China| National Science Foundation of China| National Science Foundation of China
Authorized Equality Test on Identity-Based Ciphertexts for Secret Data Sharing via Cloud Storage,Pearl River Nova Program of Guangzhou| Guangdong Natural Science Funds for Distinguished Young Scholar| National Natural Science Foundation of China| National Natural Science Foundation of China| Guangdong Program for Special Support of Top-Notch Young Professionals| Graduate Student Overseas Study Program of South China Agricultural University
Improving Security and Privacy Attribute Based Data Sharing in Cloud Computing,National Natural Science Foundation of China| National Crypto-graphy Development Fund| Key Research Project of Shaanxi Province
Big Heart Data: Advancing Health Informatics Through Data Sharing in Cardiovascular Imaging,NHLBI NIH HHS
Semantic definition and matching for implementing national spatial data infrastructures,TÜBİTAK
A Novel Revocable and Identity-Based Conditional Proxy Re-Encryption Scheme With Ciphertext Evolution for Secure Cloud Data Sharing,"National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| KETEP, Korean Government, Ministry of Trade, Industry, and Energy| National Research Foundation of Korea (NRF) Grant| Korean Government"
