title,year published,funders
NUMA-Aware Thread Scheduling for Big Data Transfers over Terabits Network Infrastructure,2018,Institute for Information & Communications Technology Promotion
Slope and distance from buildings are easy-to-retrieve proxies for estimating livestock site-use intensity in alpine summer pastures.,2021,Regione Piemonte
Making sense of big data in health research: Towards an EU action plan,2016,Wellcome Trust
MEDES - Synergy Effect of the TeSLA Project in Management of Engineering Higher Education,2017,European commission H2020-ICT-2015/H2020-ICT-2015
Optimal Contract-Based Mechanisms for Online Data Trading Markets,2019,Sichuan Provincial Economic and Information Commission| Foundation of Science and Technology Department of Sichuan Province| National Science Foundation
HEARTEN KMS - A knowledge management system targeting the management of patients with heart failure.,2019,HEARTEN project
A pragmatic guide to geoparsing evaluation,2019,Medical Research Council
Medical device active surveillance of spontaneous reports: A literature review of signal detection methods.,2020,Johnson and Johnson
Identity-Based Auditing for Shared Cloud Data With Efficient and Secure Sensitive Information Hiding,2019,Sichuan Science and Technology Program
Proxy Re-Encryption in Access Control Framework of Information-Centric Networks,2019,Guangxi Colleges and Universities Key Laboratory of Cloud Computing and Complex Systems| 13th Five-Year Plan of National Cryptography Development Fund for Cryptographic Theory of China| National Natural Science Foundation of China| Fundamental Research Funds for the Central Universities
Enhancing life cycle chemical exposure assessment through ontology modeling.,2019,Intramural EPA
Regional lessons from the COVID-19 outbreak in the Middle East: From infectious diseases to climate change adaptation.,2020,Helmholtz Association
Supervised Collaborative Filtering Based on Ridge Alternating Least Squares and Iterative Projection Pursuit,2017,Beijing Natural Science Foundation| National Natural Science Foundation of China
PyOmeroUpload: A Python toolkit for uploading images and metadata to OMERO,2020,Wellcome Trust
Resisting big data exploitations in public healthcare: free riding or distributive justice?,2019,National Institute on Handicapped Research| European Commission
Addressing Driving Actions of At-Fault Older Drivers: Bayesian Bivariate Ordered Probit Analysis,2021,Fundamental Research Fund for the Central Universities| Natural Science Foundation of China
Efficient Attribute-Based Comparable Data Access Control,2015,National Natural Science Foundation of China| National 973 Program| ONR YIP
Theoretical origins of pension legislation: political and legal doctrines of the Middle Ages,2021,Russian Foundation for Basic Research
Mining Cancer Transcriptomes: Bioinformatic Tools and the Remaining Challenges.,2017,Terry Fox Research Institute| Fonds de Recherche du Québec - Santé
Datastorr: a workflow and package for delivering successive versions of 'evolving data' directly into R.,2019,NSERC Discovery| Australian Research Council
Privacy-Preserving Solutions for Blockchain: Review and Challenges,2019,Postdoctoral INCIBE Grant within the Ayudas para la Excelencia de los Equipos de Investigaci’on Avanzada en Ciberseguridad Program| Horizon 2020 Framework Programme
WebMedia - Collaborative Filtering Based on Semantic Distance Among Items,2015,Fundação de Amparo à Pesquisa do Estado de São Paulo
Investigations into data published and consumed on the Web: a systematic mapping study,2018,Instituto Nacional de Ciência e Tecnologia para Engenharia de Software| Coordenação de Aperfeiçoamento de Pessoal de Nível Superior| Conselho Nacional de Desenvolvimento Científico e Tecnológico| Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco
Moxibustion therapy on myofascial pain syndrome: An evidence-based clinical practice guideline.,2020,"Jiangxi young jinggang scholars award program, China| Project of Key Research and Development Project of Jiangxi| Jiangxi Youth Science Foundation Key Project| Jiangxi outstanding young talents funding scheme, China| Jiangxi university of TCM 1050 youth talent project"
Profile generation system using artificial intelligence for information recovery and analysis,2020,Ministerio de Ciencia y Tecnología
Toward a global and reproducible science for brain imaging in neurotrauma: the ENIGMA adult moderate/severe traumatic brain injury working group,2020,CSRD VA| Department of Health| NINDS NIH HHS
Application of healthcare big data in active case finding of COVID-19 in Yinzhou district of Ningbo,2020,National Natural Science Foundation of China| Science and Technology Program of Yinzhou District Science and Technology Bureau of Ningbo City| Research on the Construction of Big Data Platform for People's Health and Major Diseases Supported by Baidu Foundation of Peking University
A technological framework for data-driven IoT systems: application on landslide monitoring,2020,BCP Council| New Forest District Council
Anonymity in EU Health Law: Not an Alternative to Information Governance.,2020,Medical Research Council
A Software Defined Radio Evaluation Platform for WBAN Systems.,2018,National Natural Science Foundation of China| China Scholarship Council| Chongqing Research Program of Basic Research and Frontier Technology| University Innovation Team Construction Plan Funding Project of Chongqing| Chongqing Key Laboratory Improvement Plan
A Sensor Web Architecture for Integrating Smart Oceanographic Sensors Into the Semantic Sensor Web,2018,"European Union's Seventh Programme for research, technological development, and demonstration| NeXOS| European Commission Seventh Framework Programme| marine environment and related maritime activities"
Evidence-Based Neonatal Unit Practices and Determinants of Postnatal Corticosteroid-Use in Preterm Births below 30 Weeks GA in Europe. A Population-Based Cohort Study.,2017,Stockholm County Council and Karolinska Institutet| from the European Union's Seventh Framework Programme| Société française de pédiatrie—association des juniors en pédiatrie| Polish Ministry of Science and Higher Education| Agence Nationale de la Recherche
EuroS&amp;P - Membership Inference Against DNA Methylation Databases,2020,German Federal Ministry of Education and Research (BMBF)
SOSP - Replication  history  and grafting in the Ori file system,2013,Google| Defense Advanced Research Projects Agency
A Web Map Service implementation for the visualization of multidimensional gridded environmental data,2013,UK Natural Environment Research Council| European Commission| Technology Strategy Board
Toward Privacy-Preserving Personalized Recommendation Services,2018,Research Grants Council of Hong Kong| National Natural Science Foundation of China| Innovation and Technology Commission of Hong Kong
flowIO: Flow cytometry standard conformance testing  editing  and export tool.,2018,"Ministerstvo Školství, Mládeže a Tělovýchovy| European Regional Development Fund| Ministerstvo Zdravotnictví Ceské Republiky"
An Automatic Subject-Adaptable Heartbeat Classifier Based on Multiview Learning,2015,Portuguese Foundation for Science and Technology
Wearable devices for seizure detection: Practical experiences and recommendations from the Wearables for Epilepsy And Research (WEAR) International Study Group,2021,Epilepsy Foundation of America's Epilepsy Innovation Institute| Epilepsy Research Fund| Innovative Medicines Initiative 2 Joint Undertaking
Drug Target Commons: A Community Effort to Build a Consensus Knowledge Base for Drug-Target Interactions.,2017,Wellcome Trust
Making COVID-19 research data more accessible-building a nationwide information infrastructure,2021,Universitätsmedizin Greifswald
MIDV-500: a dataset for identity document analysis and recognition on mobile devices in video stream,2019,Российский Фонд Фундаментальных Исследований
