title,year published,funders
sciReptor: analysis of single-cell level immunoglobulin repertoires.,2016,"IMPRS for Infectious Diseases and Immunology, Berlin| HIGS for Cancer Research, Heidelberg"
Relative effectiveness of different forms of exercises for treatment of chronic low back pain: protocol for a systematic review incorporating Bayesian network meta-analysis.,2019,Chengdu Municipal Bureau on Science and Technology| National Natural Science Foundation of China
Towards routine  city-scale accessibility metrics: Graph theoretic interpretations of pedestrian access using personalized pedestrian network analysis.,2021,Washington State Department of Transportation
Integrative factorization of bidimensionally linked matrices.,2019,NCI NIH HHS
Socio-Economic Factors for Anthill Soil Utilization by Smallholder Farmers in Zambia,2019,Nelson Mandela African Institution of Science and Technology
Teaching authorship and publication practices in the biomedical and life sciences.,2011,NCRR NIH HHS
Health  well-being and social relations in a changing neighbourhood: protocol for a prospective  multimethods study of the consequences of large structural changes in an ethnic diverse social housing area in Denmark.,2019,Nordea-fonden
Air Quality Prediction in Smart Cities Using Machine Learning Technologies Based on Sensor Data: A Review,2020,Universitat Jaume I
The Neonatal Environment and Health Outcomes (NEHO) Birth Cohort Study: Behavioral and Socioeconomic Characteristics and Drop-Out Rate from a Longitudinal Birth Cohort in Three Industrially Contaminated Sites in Southern Italy.,2021,"Italian Ministry of Education, Universities and Research"
CODASPY - SCLib: A Practical and Lightweight Defense against Component Hijacking in Android Applications,2018,Singapore National Research Foundation
ITSC - A Deep Reinforcement Learning based Resource Allocation Method for Urban Rail Transit Cloud Systems,2021,Natural Science Foundation of China| Beijing Municipal Education Commission| Beijing Jiaotong University| Beijing Natural Science Foundation
Delivering fracture prevention services to rural US veterans through telemedicine: a process evaluation.,2021,NCATS NIH HHS
NRand‐K: Minimizing the impact of location obfuscation in spatial analysis,2018,Menzies Health Institute Queensland
Interoperable Open Specifications Framework for the Implementation of Standardized Urban Platforms.,2020,H2020-SCC-2016
Personal Stress-Level Clustering and Decision-Level Smoothing to Enhance the Performance of Ambulatory Stress Detection With Smartwatches,2020,"AffecTech: Personal Technologies for Affective Health, Innovative Training Network| Turkish Directorate of Strategy and Budget through the TAM Project| H2020 Marie Skłodowska-Curie Actions"
WIMS - bacon: Linked Data Integration based on the RDF Data Cube Vocabulary,2015,Seventh Framework Programme
Federated Tensor Mining for Secure Industrial Internet of Things,2020,Project 211| National Natural Science Foundation of China| Science and Technology Development Fund of Macau SAR| Fundo para o Desenvolvimento das Ciências e da Tecnologia| National Key Research and Development Program of China Stem Cell and Translational Research| Joint Scientific Research Project| Fundamental Research Funds for the Central Universities| China Scholarship Council| HAWKEYE Group
NTMS - A Private Key Recovery Scheme Using Partial Knowledge,2021,Ministry of Education
ClinGen's RASopathy Expert Panel consensus methods for variant interpretation.,2018,NHGRI NIH HHS
K-CAP - Visual Querying LOD sources with LODeX,2015,Global Grant Spinner 2013 and funded by the European Social Fund and the Emilia Romagna Region
Democratizing algorithmic news recommenders: how to materialize voice in a technologically saturated media ecosystem.,2018,Netherlands Organisation for Scientific Research
A Real-Life Machine Learning Experience for Predicting University Dropout at Different Stages Using Academic Data,2021,"Ministerio de Ciencia, Innovación y Universidades (MCIU), Agencia Estatal de Investigación (AEI), and European Regional Development Fund| European Regional Development Fund (ERDF) and Junta de Extremadura"
Occupant behavior monitoring and emergency event detection in single-person households using deep learning-based sound recognition,2020,"Ministry of Land, Infrastructure and Transport"
A Comparative Analysis of Honeypots on Different Cloud Platforms.,2021,Horizon 2020 Framework Programme
More Outcomes than Trials: A Call for Consistent Data Collection across Stroke Rehabilitation Trials:,2012,Medical Research Council| Department of Health| Chief Scientist Office
Children who commute to school unaccompanied have greater autonomy and perceptions of safety,2017,Ministerio de Economía y Competitividad| Excellence actions: Units of Excellence; Unit of Excellence on Exercise and Health (UCEES)| Universidad de Granada| Ministerio de Educación de la Nación| Plan Propio de Investigación 2016
A Semi-Automated Workflow for FAIR Maturity Indicators in the Life Sciences.,2020,Horizon 2020
Towards sustainable transport policy framework: A rail-based transit system in Klang Valley  Malaysia.,2021,"Ministry of Higher Education Malaysia, Fundamental Research Grant Scheme"
A knowledge-based system to find over-the-counter medicines for self-medication.,2020,"Ministry of Science and Technology, Taiwan"
ASE - A deep multitask learning approach for requirements discovery and annotation from open forum,2020,the National Science Foundation of China| China Merchants Bank| the National Key Research and Development Program of China
Through Thick and Thin: a Need to Reconcile Contradictory Results on Trajectories in Human Cortical Development.,2017,NIDA NIH HHS| NICHD NIH HHS
Characteristics and Outcome of AKT1E17K-Mutant Breast Cancer Defined through AACR Project GENIE  a Clinicogenomic Registry,2020,NCI NIH HHS
A cross-platform informatics system for the Gut Cell Atlas: integrating clinical  anatomical and histological data.,2021,NCATS NIH HHS| NIDDK NIH HHS| NCRR NIH HHS| CSRD VA| BLRD VA
A critical review and analysis of ethical issues associated with the artificial pancreas.,2018,NIDDK NIH HHS
Towards a ‘smart’ cost–benefit tool: using machine learning to predict the costs of criminal justice policy interventions,2018,Economic & Social Research Council| Australian National University| Jill Dando Institute of Security and Crime Science
Tracking progress in suicide prevention in Indigenous communities: a challenge for public health surveillance in Canada.,2018,Institute of Aboriginal Peoples Health
A computational reproducibility study of PLOS ONE articles featuring longitudinal data analyses,2021,Bundesministerium für Bildung und Forschung
16(th) IHIW: immunogenomic data-management methods. report from the immunogenomic data analysis working group (IDAWG).,2012,NIAID NIH HHS
Progress Towards Computational 3-D Multicellular Systems Biology,2016,NCI NIH HHS
Heterozygous Variants in KDM4B Lead to Global Developmental Delay and Neuroanatomical Defects.,2020,NIAMS NIH HHS| NICHD NIH HHS| Wellcome Trust
Enabling Data Exchange in Two-Agent Interactive Systems Under Privacy Constraints,2015,National Science Foundation
On modeling linked open statistical data,2019,"European Commission, Greece"
Pain and Interoception Imaging Network (PAIN): A multimodal  multisite  brain-imaging repository for chronic somatic and visceral pain disorders,2015,NCCIH NIH HHS| NIDDK NIH HHS| NICHD NIH HHS
Addictive Features of Social Media/Messenger Platforms and Freemium Games against the Background of Psychological and Economic Theories,2019,Deutsche Forschungsgemeinschaft
Community-Structured Evolutionary Game for Privacy Protection in Social Networks,2018,National Natural Science Foundation China| U.S. National Science Foundation| U.S. Army Research Office
The Influence of Friends and Experts on Privacy Decision Making in IoT Scenarios,2018,Defense Advanced Research Projects Agency
Harnessing Modern Web Application Technology to Create Intuitive and Efficient Data Visualization and Sharing Tools,2014,NIMH NIH HHS| NIGMS NIH HHS| NIBIB NIH HHS
Color Data v2: a user-friendly  open-access database with hereditary cancer and hereditary cardiovascular conditions datasets,2020,Color Genomics
International comparisons of health system performance among OECD countries: opportunities and data privacy protection challenges.,2013,OECD Health Care Quality Expert Group| OECD Health Committee
Implications of the Data Revolution for Statistics Education,2015,Economic and Social Research Council
Insights into genetics  human biology and disease gleaned from family based genomic studies.,2019,NIGMS NIH HHS| NICHD NIH HHS| NIH HHS| NHGRI NIH HHS| NINDS NIH HHS
Recommendations for developing and applying genetic tools to assess and manage biological invasions in marine ecosystems,2017,Intramural EPA
Development of a privacy and security policy framework for a multistate comparative effectiveness research network.,2013,AHRQ HHS
Health Risk in Urbanizing Regions: Examining the Nexus of Infrastructure  Hygiene and Health in Tashkent Province  Uzbekistan,2018,Volkswagen Foundation
Acoustic Sensor Data Flow for Cultural Heritage Monitoring and Safeguarding.,2019,European Commission
Connectivity in Autism: A Review of MRI Connectivity Studies.,2015,NIMH NIH HHS| NICHD NIH HHS
Reproducibility and Rigor in Animal-Based Research.,2019,National Institutes of Health
